loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,loan_term_months,emi_amount,loan_status,approval_date,disbursed_amount,remaining_balance
L290,C290,B001,Home Loan,3219970,14.7,300,50177.87,Pending,2023-08-22,3219970,1665518
L291,C291,B154,Car Loan,336754,11.4,120,6005.45,Closed,2022-11-15,336754,3443
L292,C292,B262,Education Loan,2841611,7.7,120,41913.76,Closed,2024-10-10,2841611,2322231
L293,C293,B071,Business Loan,990937,7.8,180,11946.3,Pending,2026-03-27,990937,163690
L294,C294,B293,Personal Loan,2295951,9.2,120,36735.22,Closed,2026-01-17,2295951,385478
L295,C295,B250,Education Loan,847613,12.9,300,11937.22,Active,2023-01-21,847613,181301
L296,C296,B400,Home Loan,2719881,7.8,240,29012.06,Pending,2023-05-09,2719881,329158
L297,C297,B477,Home Loan,3118650,14.1,240,49638.51,Closed,2024-07-09,3118650,1747018
L298,C298,B157,Education Loan,295918,12.3,240,4266.15,Active,2024-10-29,295918,28378
L299,C299,B258,Car Loan,2878621,11.5,48,87558.06,Closed,2025-01-01,2878621,1370831
L300,C300,B386,Education Loan,623790,12.6,240,9148.92,Active,2023-10-21,623790,467262
L301,C301,B068,Business Loan,2062989,10.7,240,26990.77,Active,2025-06-17,2062989,310404
L302,C302,B205,Business Loan,4191758,11.8,24,215875.54,Active,2023-12-03,4191758,2299117
L303,C303,B070,Personal Loan,3543087,11.3,48,107178.38,Closed,2025-01-15,3543087,3196197
L304,C304,B125,Home Loan,4292475,10.5,60,109100.41,Pending,2023-08-30,4292475,2065659
L305,C305,B344,Personal Loan,3807652,9.9,36,137181.24,Default,2025-03-04,3807652,471984
L306,C306,B305,Home Loan,3264087,10.1,180,45606.55,Pending,2026-02-04,3264087,1445042
L307,C307,B075,Personal Loan,1619816,14.9,300,25512.1,Active,2024-01-09,1619816,1306907
L308,C308,B388,Home Loan,2158652,9.0,180,28182.4,Active,2023-09-08,2158652,654274
L309,C309,B008,Business Loan,657498,9.3,48,18793.48,Active,2025-02-23,657498,301659
L310,C310,B108,Education Loan,2759515,10.9,24,140045.39,Closed,2023-11-18,2759515,1391991
L311,C311,B248,Education Loan,1909609,11.6,120,34372.96,Closed,2024-11-09,1909609,1150917
L312,C312,B088,Home Loan,354254,10.3,24,17801.26,Pending,2023-02-19,354254,133932
L313,C313,B239,Home Loan,1883560,13.4,120,36729.42,Active,2023-01-17,1883560,111327
L314,C314,B010,Business Loan,3460191,12.5,180,55266.94,Default,2023-12-18,3460191,452529
L315,C315,B249,Education Loan,2139182,14.8,36,85804.97,Active,2022-06-11,2139182,1323118
L316,C316,B475,Home Loan,1763782,9.0,300,19107.64,Active,2025-06-15,1763782,1175846
L317,C317,B251,Personal Loan,2275275,14.4,120,46263.93,Closed,2025-04-21,2275275,1399092
L318,C318,B321,Business Loan,354117,10.1,180,4947.8,Closed,2023-01-29,354117,186320
L319,C319,B450,Personal Loan,4404802,9.6,24,218771.83,Active,2022-12-26,4404802,2161571
L320,C320,B175,Personal Loan,4855168,14.6,60,139990.68,Closed,2024-01-11,4855168,1272620
L321,C321,B124,Education Loan,936477,13.0,60,25753.12,Closed,2022-07-01,936477,437605
L322,C322,B278,Car Loan,3777447,14.8,180,67574.33,Closed,2023-12-19,3777447,1883952
L323,C323,B159,Education Loan,1362464,11.9,60,36218.83,Closed,2026-03-31,1362464,289636
L324,C324,B478,Education Loan,3807640,15.0,48,126921.33,Closed,2026-03-05,3807640,2752435
L325,C325,B163,Car Loan,2863351,8.0,36,98626.53,Active,2022-08-19,2863351,772319
L326,C326,B156,Personal Loan,2873344,14.1,240,45734.06,Pending,2022-11-02,2873344,1724914
L327,C327,B095,Home Loan,1474708,13.3,36,57308.79,Pending,2025-06-06,1474708,275871
L328,C328,B352,Home Loan,4956702,12.1,60,132591.78,Pending,2024-06-12,4956702,1937033
L329,C329,B258,Education Loan,866688,12.7,300,12061.41,Default,2023-11-12,866688,140600
L330,C330,B243,Car Loan,3336998,8.9,240,38653.56,Closed,2025-03-31,3336998,2061272
L331,C331,B497,Home Loan,1821180,9.2,240,21550.63,Pending,2023-10-25,1821180,1603354
L332,C332,B105,Home Loan,3664864,9.2,60,89178.36,Closed,2026-03-26,3664864,3178345
L333,C333,B167,Personal Loan,3884991,14.0,300,58274.86,Closed,2024-07-31,3884991,2885105
L334,C334,B377,Personal Loan,3786597,10.5,24,190907.6,Pending,2024-04-29,3786597,2549843
L335,C335,B056,Personal Loan,3506375,12.1,24,181454.91,Default,2022-07-25,3506375,2183760
L336,C336,B276,Personal Loan,555810,14.1,60,15794.27,Active,2024-06-03,555810,543899
L337,C337,B150,Personal Loan,4878334,10.4,24,245542.81,Default,2023-12-28,4878334,1592580
L338,C338,B086,Personal Loan,2754785,13.3,120,53488.74,Pending,2025-01-17,2754785,1935030
L339,C339,B425,Personal Loan,657570,12.7,48,20658.66,Active,2024-05-09,657570,486097
L340,C340,B212,Business Loan,4399821,8.3,48,122095.03,Default,2023-10-24,4399821,3297282
L341,C341,B047,Business Loan,408977,8.8,60,9815.45,Pending,2023-06-28,408977,238384
L342,C342,B059,Personal Loan,1575681,12.9,36,60707.49,Pending,2025-11-03,1575681,191241
L343,C343,B406,Education Loan,915603,11.4,240,12513.24,Closed,2024-04-26,915603,762182
L344,C344,B088,Business Loan,3376586,11.6,24,173331.41,Closed,2025-02-07,3376586,3222317
L345,C345,B027,Personal Loan,1559995,14.0,48,50699.84,Pending,2023-06-18,1559995,1493271
L346,C346,B321,Car Loan,2796427,13.0,300,39616.05,Active,2025-05-03,2796427,1211233
L347,C347,B007,Personal Loan,1303697,14.7,24,70291.0,Default,2025-02-16,1303697,530812
L348,C348,B122,Car Loan,4382914,11.6,24,224989.59,Default,2024-10-08,4382914,4139499
L349,C349,B308,Home Loan,4006234,10.6,36,146672.68,Closed,2023-05-21,4006234,2521685
L350,C350,B095,Car Loan,4791434,9.6,60,118188.71,Active,2025-07-31,4791434,410360
L351,C351,B296,Education Loan,3127790,7.8,24,150655.22,Pending,2026-01-06,3127790,2797586
L352,C352,B214,Car Loan,2977561,14.4,24,159795.77,Closed,2025-12-21,2977561,456707
L353,C353,B384,Education Loan,2585556,12.1,48,79936.77,Pending,2025-06-18,2585556,1909825
L354,C354,B189,Personal Loan,500648,8.2,120,7593.16,Active,2022-06-16,500648,169251
L355,C355,B242,Car Loan,3784652,13.8,36,148652.72,Active,2024-05-11,3784652,1228229
L356,C356,B108,Car Loan,2501989,10.0,240,31274.86,Active,2023-02-18,2501989,2200525
L357,C357,B371,Education Loan,1116893,11.8,36,42007.59,Pending,2025-12-11,1116893,1014314
L358,C358,B270,Education Loan,3782385,12.1,180,59152.3,Pending,2026-04-05,3782385,1089093
L359,C359,B374,Personal Loan,1288112,12.1,300,17282.17,Default,2024-09-11,1288112,1089902
L360,C360,B149,Car Loan,1709171,14.1,60,48568.94,Active,2025-09-08,1709171,1486014
L361,C361,B410,Education Loan,1191593,7.7,36,40745.86,Default,2025-11-06,1191593,434804
L362,C362,B413,Car Loan,3673228,7.8,180,44282.8,Active,2025-05-07,3673228,2350552
L363,C363,B035,Business Loan,1887680,12.7,120,35708.61,Pending,2024-01-03,1887680,1657160
L364,C364,B352,Business Loan,4450420,11.6,24,228454.89,Pending,2026-04-11,4450420,954931
L365,C365,B090,Car Loan,3522302,12.9,24,184627.33,Pending,2025-08-02,3522302,3489840
L366,C366,B409,Home Loan,3034819,14.4,300,46533.89,Closed,2026-03-24,3034819,1990199
L367,C367,B237,Personal Loan,4239077,8.7,300,44863.56,Active,2023-04-27,4239077,2811103
L368,C368,B010,Car Loan,4571079,9.7,180,62344.44,Pending,2024-11-14,4571079,4495333
L369,C369,B431,Home Loan,3166174,8.0,48,87069.79,Pending,2025-11-11,3166174,1176334
L370,C370,B311,Personal Loan,3347747,12.2,48,103780.16,Closed,2023-11-30,3347747,2394870
L371,C371,B364,Home Loan,1180163,14.0,120,23603.26,Pending,2025-02-07,1180163,659553
L372,C372,B232,Business Loan,3671789,8.2,60,86287.04,Closed,2023-11-24,3671789,1558534
L373,C373,B402,Home Loan,4604861,9.8,36,165519.17,Closed,2026-02-04,4604861,3139148
L374,C374,B248,Education Loan,976819,10.8,24,49492.16,Closed,2023-04-20,976819,837838
L375,C375,B448,Education Loan,1795611,10.1,300,21098.43,Pending,2023-02-13,1795611,1536040
L376,C376,B347,Car Loan,2945909,8.6,36,102943.15,Closed,2023-01-11,2945909,2164875
L377,C377,B160,Home Loan,506624,10.9,36,18674.72,Active,2024-04-29,506624,2154
L378,C378,B267,Business Loan,2995837,11.0,24,152288.38,Active,2023-01-29,2995837,432444
L379,C379,B103,Car Loan,2818444,12.3,60,75863.12,Pending,2025-07-06,2818444,1345869
L380,C380,B140,Car Loan,2520704,11.5,300,32559.09,Closed,2025-11-23,2520704,493463
L381,C381,B278,Business Loan,2495432,8.4,36,86785.58,Pending,2026-02-12,2495432,866448
L382,C382,B126,Car Loan,2473749,8.6,120,38343.11,Active,2023-08-30,2473749,2407878
L383,C383,B228,Home Loan,2812024,12.1,180,43976.93,Closed,2024-06-07,2812024,2267344
L384,C384,B197,Home Loan,443208,11.0,24,22529.74,Active,2024-08-01,443208,55536
L385,C385,B183,Business Loan,3777453,10.4,300,45329.44,Pending,2023-08-22,3777453,2585013
L386,C386,B392,Personal Loan,1862178,12.8,36,71590.4,Closed,2025-10-08,1862178,1584907
L387,C387,B234,Business Loan,979437,13.6,300,14365.08,Default,2023-04-17,979437,101987
L388,C388,B441,Education Loan,4147224,9.2,60,100915.78,Pending,2024-12-19,4147224,602812
L389,C389,B233,Personal Loan,3248834,10.4,180,46205.64,Active,2023-02-12,3248834,1362146
L390,C390,B237,Car Loan,748323,11.1,180,11079.34,Pending,2022-07-25,748323,501903
L391,C391,B053,Personal Loan,3124398,12.0,48,96335.6,Active,2024-08-20,3124398,2130495
L392,C392,B273,Personal Loan,2933593,11.7,36,110091.23,Default,2024-02-11,2933593,1267175
L393,C393,B082,Personal Loan,3668202,9.3,60,89565.27,Default,2025-05-10,3668202,2298264
L394,C394,B291,Business Loan,754150,10.1,240,9489.72,Closed,2023-11-09,754150,456501
L395,C395,B477,Education Loan,1651946,12.5,36,63095.16,Default,2022-11-13,1651946,1550565
L396,C396,B285,Home Loan,1159009,11.9,300,15356.87,Default,2023-01-31,1159009,682367
L397,C397,B307,Home Loan,1677854,9.8,240,20693.53,Default,2024-12-05,1677854,145977
L398,C398,B112,Car Loan,2946499,11.2,24,150271.45,Active,2023-12-12,2946499,379722
L399,C399,B150,Personal Loan,1430821,12.5,300,19673.79,Default,2025-08-26,1430821,1114124
L400,C400,B292,Business Loan,1841370,9.0,180,24040.11,Default,2026-03-29,1841370,628590
L401,C401,B262,Personal Loan,3087900,14.9,24,167003.92,Closed,2023-08-17,3087900,2564778
L402,C402,B361,Education Loan,2667799,8.0,24,128943.62,Pending,2023-09-07,2667799,3537
L403,C403,B222,Education Loan,1120216,14.0,24,59744.85,Default,2023-12-16,1120216,493336
L404,C404,B223,Education Loan,2868645,12.8,240,42551.57,Closed,2025-11-27,2868645,1600399
L405,C405,B197,Business Loan,1654669,11.1,60,42883.5,Default,2022-08-10,1654669,1164803
L406,C406,B006,Home Loan,1494087,9.7,48,43204.02,Active,2024-02-15,1494087,281600
L407,C407,B224,Car Loan,1407925,12.9,300,19828.28,Active,2022-06-15,1407925,1379772
L408,C408,B458,Education Loan,1351087,12.3,240,19478.17,Default,2024-07-26,1351087,956361
L409,C409,B420,Personal Loan,1708249,10.9,240,22634.3,Default,2026-01-11,1708249,1157732
L410,C410,B004,Education Loan,3180533,9.2,240,37636.31,Default,2025-10-25,3180533,2535764
L411,C411,B475,Education Loan,2186002,12.8,120,41534.04,Pending,2022-06-10,2186002,1723178
L412,C412,B189,Home Loan,480698,14.8,300,7530.94,Default,2023-11-10,480698,369561
L413,C413,B265,Home Loan,871618,8.6,120,13510.08,Active,2024-03-14,871618,487521
L414,C414,B314,Home Loan,2257149,11.0,36,83389.12,Pending,2026-01-21,2257149,1310718
L415,C415,B263,Personal Loan,4688184,13.3,300,67587.99,Pending,2023-08-26,4688184,3808719
L416,C416,B086,Home Loan,3731739,10.1,120,62506.63,Pending,2026-05-05,3731739,1213028
L417,C417,B087,Education Loan,4928710,9.5,300,55447.99,Active,2023-12-22,4928710,4849798
L418,C418,B249,Home Loan,2647403,13.6,24,140312.36,Closed,2024-04-29,2647403,1202992
L419,C419,B068,Education Loan,4441247,8.1,120,66988.81,Pending,2023-09-16,4441247,2114356
L420,C420,B310,Car Loan,2508688,13.9,24,133587.64,Closed,2025-09-22,2508688,467872
L421,C421,B401,Car Loan,3946798,10.3,48,116101.64,Default,2022-08-13,3946798,1095772
L422,C422,B044,Car Loan,1716737,13.5,24,90844.0,Closed,2025-02-18,1716737,719004
L423,C423,B122,Personal Loan,4360315,13.1,240,65768.08,Closed,2024-11-10,4360315,3214237
L424,C424,B329,Business Loan,1968794,11.8,180,30297.55,Active,2023-01-18,1968794,113929
L425,C425,B155,Personal Loan,640596,8.8,240,7366.85,Closed,2024-09-30,640596,499365
L426,C426,B135,Car Loan,3385999,12.6,240,49661.32,Default,2024-07-24,3385999,1990572
L427,C427,B348,Business Loan,299514,9.7,300,3419.45,Active,2025-09-24,299514,200280
L428,C428,B433,Personal Loan,1016751,14.4,180,17849.63,Pending,2024-09-26,1016751,1002631
L429,C429,B336,Education Loan,3009910,9.5,36,107437.07,Default,2024-10-13,3009910,1070990
L430,C430,B345,Education Loan,4068059,13.3,60,112888.64,Closed,2025-02-16,4068059,3079933
L431,C431,B281,Home Loan,4561676,10.0,48,133048.88,Active,2022-12-09,4561676,2627897
L432,C432,B054,Personal Loan,770022,7.6,36,26266.31,Pending,2023-02-27,770022,550779
L433,C433,B018,Home Loan,2040597,12.9,120,38941.39,Active,2024-10-19,2040597,404917
L434,C434,B327,Home Loan,677160,14.5,60,19468.35,Active,2024-08-05,677160,628500
L435,C435,B337,Education Loan,924661,13.9,48,29974.43,Closed,2025-05-31,924661,394220
L436,C436,B240,Home Loan,1129835,12.7,120,21372.71,Default,2025-12-12,1129835,617755
L437,C437,B083,Home Loan,2518473,13.3,180,41904.59,Pending,2026-04-05,2518473,1079347
L438,C438,B133,Business Loan,723343,10.4,180,10287.54,Closed,2025-04-19,723343,62976
L439,C439,B202,Car Loan,3895809,8.0,60,90902.21,Default,2025-02-10,3895809,2559791
L440,C440,B315,Home Loan,1109580,8.6,240,12575.24,Default,2025-04-04,1109580,457989
L441,C441,B293,Business Loan,2372618,8.3,36,82316.66,Default,2024-07-06,2372618,295330
L442,C442,B328,Home Loan,357410,14.2,48,11675.39,Active,2024-04-27,357410,342289
L443,C443,B295,Home Loan,3475615,9.5,180,46824.26,Default,2024-11-02,3475615,1641358
L444,C444,B002,Personal Loan,4210924,10.8,36,154868.43,Default,2025-10-01,4210924,1894540
L445,C445,B350,Business Loan,1216729,11.8,180,18724.11,Default,2024-12-10,1216729,699273
L446,C446,B274,Business Loan,663006,12.2,36,25157.39,Active,2025-03-11,663006,383102
L447,C447,B104,Car Loan,4055734,13.2,120,78410.86,Active,2023-10-16,4055734,2717038
L448,C448,B200,Home Loan,3422598,12.5,120,64173.71,Pending,2026-02-23,3422598,2918741
L449,C449,B072,Home Loan,4281087,8.1,300,43167.63,Closed,2022-07-08,4281087,1589343
L450,C450,B200,Home Loan,412773,12.9,60,11316.86,Pending,2024-01-29,412773,256498
L451,C451,B019,Business Loan,4391654,11.5,300,56725.53,Active,2025-03-06,4391654,137726
L452,C452,B061,Car Loan,3032988,13.4,24,160242.87,Default,2026-05-13,3032988,1700823
L453,C453,B019,Car Loan,4701003,8.6,60,112040.57,Default,2023-04-09,4701003,604260
L454,C454,B360,Car Loan,359912,11.0,24,18295.53,Active,2025-02-28,359912,127235
L455,C455,B234,Education Loan,1644929,12.2,120,30431.19,Closed,2024-01-31,1644929,204036
L456,C456,B255,Education Loan,736515,13.6,36,28805.92,Closed,2023-02-23,736515,119726
L457,C457,B416,Personal Loan,729405,13.5,240,11244.99,Pending,2022-06-05,729405,353729
L458,C458,B429,Car Loan,1213364,14.8,48,40243.24,Active,2025-08-26,1213364,674422
L459,C459,B073,Personal Loan,1654984,10.0,36,59763.31,Closed,2024-12-03,1654984,574396
L460,C460,B474,Education Loan,3303175,11.7,300,43216.54,Active,2024-10-03,3303175,1021919
L461,C461,B009,Personal Loan,1318796,8.2,240,14506.76,Active,2023-12-31,1318796,330833
L462,C462,B334,Education Loan,253264,7.6,36,8639.12,Pending,2023-08-04,253264,185267
L463,C463,B065,Car Loan,3691525,12.7,300,51373.72,Closed,2025-11-12,3691525,2903961
L464,C464,B481,Car Loan,2472891,11.4,240,33796.18,Active,2024-09-15,2472891,1003502
L465,C465,B424,Business Loan,1709953,12.9,36,65880.69,Pending,2022-09-11,1709953,1315316
L466,C466,B061,Education Loan,3713030,7.5,60,85090.27,Active,2023-06-16,3713030,804898
L467,C467,B395,Car Loan,3235848,14.0,60,91682.36,Pending,2025-01-13,3235848,1947063
L468,C468,B255,Car Loan,645175,9.0,48,18279.96,Closed,2024-03-19,645175,497457
L469,C469,B108,Personal Loan,561679,7.9,180,6818.16,Pending,2023-03-08,561679,298911
L470,C470,B054,Home Loan,3004266,12.1,300,40307.24,Closed,2025-07-18,3004266,181686
L471,C471,B060,Home Loan,1525782,13.4,300,22123.84,Closed,2025-08-09,1525782,1079831
L472,C472,B102,Business Loan,3931428,11.9,180,60827.93,Closed,2026-02-12,3931428,1757691
L473,C473,B378,Personal Loan,1123861,9.9,36,40490.21,Closed,2024-04-26,1123861,497273
L474,C474,B300,Personal Loan,3350193,14.2,36,132704.87,Active,2022-07-07,3350193,1975476
L475,C475,B199,Business Loan,3856301,8.6,300,40491.16,Closed,2023-09-22,3856301,746840
L476,C476,B104,Business Loan,4039803,12.9,180,65871.23,Closed,2025-11-23,4039803,1131180
L477,C477,B070,Home Loan,469228,12.7,24,24517.16,Default,2025-01-05,469228,147117
L478,C478,B454,Business Loan,4046838,10.6,180,58229.5,Closed,2025-07-02,4046838,922132
L479,C479,B211,Education Loan,1625522,11.8,60,43076.33,Default,2023-05-29,1625522,181349
L480,C480,B008,Personal Loan,2015652,11.9,300,26707.39,Closed,2026-03-04,2015652,585463
L481,C481,B468,Education Loan,2278960,10.0,60,56974.0,Active,2026-02-12,2278960,624824
L482,C482,B376,Education Loan,3704524,14.9,24,200353.01,Active,2024-07-08,3704524,1974060
L483,C483,B409,Home Loan,3771010,11.5,300,48708.88,Default,2022-12-07,3771010,3396197
L484,C484,B487,Car Loan,4354752,9.3,24,215197.33,Closed,2023-03-03,4354752,3410959
L485,C485,B246,Business Loan,3206524,9.7,36,114989.51,Closed,2026-03-26,3206524,66815
L486,C486,B238,Car Loan,4052743,13.9,24,215808.56,Default,2026-05-08,4052743,1907740
L487,C487,B238,Home Loan,1751437,13.4,180,29287.92,Active,2025-04-04,1751437,1314517
L488,C488,B017,Business Loan,3428601,14.2,180,59619.56,Default,2023-01-03,3428601,2226841
L489,C489,B318,Business Loan,2463157,12.7,60,67121.03,Active,2022-08-19,2463157,339566
L490,C490,B057,Personal Loan,4517922,14.6,180,80067.62,Pending,2022-06-17,4517922,432538
L491,C491,B090,Education Loan,4103662,12.1,180,64176.71,Active,2024-07-05,4103662,1536931
L492,C492,B172,Car Loan,4903980,12.8,60,134042.12,Active,2023-05-19,4903980,1161032
L493,C493,B165,Business Loan,4213894,13.0,60,115882.08,Pending,2022-11-22,4213894,1891104
L494,C494,B033,Business Loan,4424217,12.6,120,83322.75,Pending,2024-11-04,4424217,456843
L495,C495,B364,Education Loan,3995095,11.1,36,147929.49,Pending,2026-03-05,3995095,1972010
L496,C496,B457,Personal Loan,3991469,12.2,36,151454.07,Active,2025-06-30,3991469,790012
L497,C497,B491,Home Loan,872518,10.4,48,25739.28,Active,2026-03-23,872518,302380
L498,C498,B078,Car Loan,1582159,9.6,48,45618.92,Active,2026-03-23,1582159,1040876
L499,C499,B178,Personal Loan,2659283,10.6,48,78892.06,Default,2023-10-14,2659283,1987701
L500,C500,B447,Car Loan,380206,9.7,36,13634.61,Pending,2022-11-19,380206,11553
